gene	chr	tpm	pcon	phicpm	pchcpm	patcpm	phichat	eatcpm	ehicpm	ehichat
Ppp1r37	chr7	37.0759594	8	215	7.056634619	34.24617833	700.7809238	127.7731449	681	616.7821376
Gemin7	chr7	72.06284264	5	124	12.17515769	6.221948756	529.44682	98.19627175	863	354.9210369
Zfp296	chr7	9.76152105	1	19	3.398029269	0	46.80123138	48.03150379	202	118.1994851
Clasrp,Gm26890	chr7	95.09137923	2	44	7.48061402	12.09461342	177.7062147	73.87119006	654	269.8516917
Relb	chr7	20.43478266	10	202	10.04229373	48.03150379	1256.647157	211.7171135	2469	725.1525752
Clptm1	chr7	92.63585976	12	452	12.89747895	25.83968627	2708.91583	162.6763784	1647	1342.877152
Apoc1	chr7	965.5678952	4	151	11.17025051	0	605.5115256	69.5449714	1042	546.6537551
Apoe	chr7	373.3241992	3	128	5.762833478	0	375.4747259	43.25633819	603	515.4329391
Tomm40	chr7	172.3730421	7	250	5.38271016	26.28863321	837.260051	146.4388261	1592	876.3804162
Nectin2	chr7	230.3293123	10	336	5.606056144	55.15098408	974.5108793	122.072658	1273	756.2620865
Bcam	chr7	136.3484158	3	69	3.182037326	23.7594944	150.985588	66.81364702	466	200.1227699
Cblc	chr7	29.06885363	4	81	3.076813585	22.62569801	209.2136735	89.25576106	541	193.3548172
Bcl3	chr7	25.61441835	2	37	3.351859956	9.81180151	99.22026079	77.77668209	417	102.2330877
Gm44658	chr7	0.2734550888	1	30	0	0	0	24.29297547	156	84.03832596
Pvr	chr7	78.46071378	2	56	6.399104813	21.54666115	172.8401596	39.65026448	250	137.3874358
Zfp180	chr7	23.73687977	1	29	7.405565303	52.75550522	118.9453441	32.69151309	46	87.76263237
Zfp112	chr7	2.059308417	2	46	5.310838404	32.69151309	139.2096927	61.45768232	46	167.8803908
Zfp235	chr7	7.345028928	1	17	5.567404904	8.702177099	48.93504665	32.69151309	46	51.44706036
Smg9	chr7	27.31038656	2	79	5.729026858	19.06921463	384.4249669	30.36593298	546	229.6957819
Gm36159,Irgc1	chr7	5.311757413	4	242	6.249579769	5.645298251	648.1655417	42.23357187	967	541.229018
Plaur	chr7	143.5851867	10	454	7.610740391	12.80114669	1046.587371	151.7584708	1337	1490.285021
Cadm4	chr7	19.69890664	3	76	4.990876092	48.72364715	251.5032915	42.23357187	918	220.5020833
Zfp428	chr7	19.09462318	9	239	10.75354187	29.43242518	1066.541646	116.0579777	1703	722.6409913
Irgq	chr7	13.28013996	8	267	5.234139117	24.34299181	1045.415814	73.1939497	1177	651.8233642
Pinlyp,Xrcc1	chr7	70.05829521	4	146	5.460978087	19.13720602	428.3501059	66.57656368	1021	553.0938721
Phldb3	chr7	91.73285658	1	13	2.631986163	0	19.20729989	11.3720492	51	30.87879913
Lypd3	chr7	3.364881539	4	51	4.215525803	11.3720492	121.1399043	27.98670223	51	115.3577208
Rps19	chr7	368.0729605	14	563	5.978177995	22.75964549	1458.461686	160.1789135	2690	1436.935404
Arhgef1	chr7	36.55331299	8	270	5.154006533	33.06757787	881.4076088	64.75094621	1834	674.3410273
Gm44970	chr7	0	2	35	0	0	0	35.40670767	946	86.7911979
Rabac1	chr7	85.05125797	7	115	8.172272463	21.30883185	415.7174483	119.8981243	2539	323.770316
Zfp574	chr7	31.94696099	10	196	6.915410313	36.08421841	720.7918693	209.6575029	4573	514.7147171
Dedd2	chr7	15.63133514	8	270	6.947683256	20.67645308	1063.337274	172.9722629	3906	915.3942092
Zfp526	chr7	19.25895418	8	345	6.947683256	40.87758541	1358.708739	203.1375015	4692	1280.220498
Gsk3a	chr7	49.98399051	12	738	6.903125886	49.03581655	2324.195176	266.4842937	5761	2939.795488
Erf	chr7	89.45153513	10	711	6.903125886	36.9654249	2239.163645	188.4412266	4679	2928.25441
Cic	chr7	33.74872579	11	815	10.56615595	26.98801285	4414.033334	254.2282264	5001	2806.654121
Pafah1b3	chr7	94.72450949	8	344	6.072856675	17.47578303	1495.828666	171.3348651	4192	1198.868884
Megf8	chr7	22.31966859	8	217	6.101858894	10.67559678	1061.21987	220.6626122	4723	826.6503265
Cnfn	chr7	0.2124109746	1	9	0	0	0	36.08421841	196	33.09758583
Lipe	chr7	6.626648702	2	27	3.300900694	25.06627686	67.55039477	43.38843203	1717	96.95997953
Dmac2,Erich4	chr7	59.14933776	2	31	7.668279053	13.62271574	121.343003	42.67499602	263	108.1731368
B3gnt8	chr7	1.300154811	1	17	4.898706356	0	33.77011905	24.96982582	108	62.54132751
Bckdha,Exosc5	chr7	64.47821543	5	108	9.585184564	24.96982582	397.3213747	45.31464493	373	405.5725629
B9d2	chr7	5.47310073	6	151	7.746059056	13.98675899	737.2807522	79.23265032	1212	634.2111
Tgfb1	chr7	5.607313827	6	155	4.666127531	17.7051702	487.4764711	70.24198198	1259	499.4102165
Ccdc97	chr7	22.07408155	6	231	6.570489685	5.760363017	745.9506031	62.02658898	1349	735.4653467
Hnrnpul1	chr7	252.2232512	16	554	14.28246661	15.94767168	3102.228488	57.70473628	1915	1077.189384
Gm30146	chr7	0.7105853077	1	12	2.99560972	0	18.22295263	15.94767168	554	67.19628494
Cyp2t4	chr7	0.3364038328	1	19	0	0	0	10.51494836	535	90.91773665
Egln2	chr7	58.48981501	11	400	8.221032583	34.43179286	1750.309954	121.9196431	2712	1236.87015
Rab4b	chr7	5.267495698	8	370	4.187098316	32.31514529	1195.235753	112.6481956	2629	1258.243474
Gm21983,Mia	chr7	1.195767594	5	135	4.187098316	0	436.0995316	103.6353827	2275	486.8202881
BC024978,Snrpa	chr7	110.5849644	16	726	6.401891702	24.90168592	1713.570947	220.1913608	3478	2468.522551
Itpkc	chr7	16.67140123	14	535	12.18778154	10.51494836	2560.052058	171.5464373	2727	1354.908099
Coq8b	chr7	25.03532884	6	214	15.66902132	14.49615561	1360.649246	119.952237	2166	602.4283671
Numbl	chr7	49.48490553	11	400	6.634026432	19.2908	1058.498687	157.1478318	3443	1410.850427
Gm20479,Shkbp1	chr7	28.60942529	2	94	5.125147236	12.37675009	250.1674266	10.04284864	94	167.6227884
Blvrb,Sptbn4	chr7	66.24360675	2	91	0	14.46581643	0	68.84310969	903	323.2989048
Sertad3	chr7	32.28829204	7	296	5.536559929	52.11808485	964.3411895	160.1857458	2053	822.4259349
Sertad1	chr7	63.95103819	15	607	7.243091135	16.72502484	2279.130508	275.244815	3212	1409.602249
Hipk4	chr7	2.049969005	1	19	3.496816163	0	32.64515484	16.72502484	607	71.34016418
2310022A10Rik,Pld3	chr7	92.5801998	4	106	5.700996004	16.37669068	323.8620851	103.6914139	1170	363.4700273
Akt2	chr7	18.47833255	12	276	9.423483808	49.65890615	1357.240152	80.33002872	1140	516.2817448
Map3k10	chr7	8.976552238	2	26	5.963086824	14.08275947	91.62445911	56.25455274	355	101.5368301
Zfp607b	chr7	1.102042543	4	59	3.806498211	14.24082396	168.4359354	81.54738283	997	203.6141661
Zfp60	chr7	14.37949564	5	79	6.754023585	6.59564659	239.9703365	42.53042134	232	197.8710661
Zfp780b	chr7	39.73573584	5	73	6.836347638	5.639032659	158.8913735	58.21845541	424	171.8477221
Zfp850	chr7	24.38144601	2	38	6.472932024	5.774637969	85.91207006	5.639032659	101	65.93516226
Gm44744,Psmc4	chr7	310.808428	4	56	5.301458304	13.70951919	170.914103	88.03901266	566	132.4339107
Fbl	chr7	28.49497279	8	236	5.523568357	29.5806619	508.6989619	83.41556662	1267	684.8770384
Dyrk1b	chr7	12.54671438	9	244	7.381234442	37.2803656	921.8618058	131.0119831	2388	612.8791417
Eid2	chr7	18.54372024	1	11	4.029776765	8.73079906	42.77162517	37.2803656	244	41.55934371
Eid2b	chr7	4.740365257	5	82	6.909010194	9.826873401	422.0258058	73.7976201	1396	198.8225401
Selenov	chr7	0.7399293514	6	115	3.201580463	7.572501628	247.6432073	142.9130194	1649	361.2500345
Timm50	chr7	91.55912035	10	327	5.568566401	24.51721148	990.7258345	146.5648655	2632	884.7867175
Supt5	chr7	266.2270054	19	697	6.520840462	20.52992183	1501.466959	298.3038401	5239	1854.974494
Rps16	chr7	12.9798972	8	430	5.938625429	18.60126163	971.777499	124.9610905	3679	1466.311116
Plekhg2	chr7	50.31408683	12	791	9.543509154	16.40907702	3507.332063	138.1806386	3521	2269.310526
Zfp36	chr7	99.55031009	6	404	9.543509154	24.44520658	1791.35544	57.59359503	2370	1317.663919
Med29,Paf1	chr7	199.1887243	8	452	6.004100023	11.59586647	1126.807075	153.504114	3713	1672.454965
Gmfg	chr7	27.05356392	12	273	6.97141223	27.66468744	942.6754999	124.122701	2279	585.4220704
Sycn	chr7	0.2544583597	2	21	2.510755361	0	25.12171412	47.89801226	352	53.5178062
Nccrp1	chr7	1.869154139	2	34	2.510755361	9.144707706	40.67325143	0	410	60.46668739
Pak4	chr7	79.33147346	8	213	4.028549115	20.29371874	406.7497079	78.47756394	1738	454.1091424
Acp7	chr7	7.784124647	2	24	2.621393375	0	33.70833101	10.86655232	318	59.60456609
Fbxo27	chr7	13.92050717	5	101	7.465378874	10.86655232	366.3907933	6.971894924	377	144.5865198
Fbxo17	chr7	10.73947287	6	87	4.31454523	6.971894924	129.7119435	10.86655232	657	160.1323291
Mrps12,Sars2	chr7	111.9661635	7	139	8.376283116	27.60429352	472.6359808	101.8974545	855	354.5603075
Nfkbib,Sirt2	chr7	87.66302141	8	201	6.304278555	29.37690708	672.3860581	119.4229059	2051	616.6158792
Hnrnpl	chr7	391.0213525	8	430	9.097147827	42.58792566	1808.689641	43.06581508	2016	822.6293002
Ech1	chr7	123.0367802	5	190	5.120112938	3.813440168	281.2478851	65.27848681	1652	687.0278995
Lgals7	chr7	0.4637798306	1	14	0	0	0	29.37690708	201	46.83285977
Capn12	chr7	2.525185318	2	35	2.433643283	0	45.79953207	6.418690218	365	59.46647529
Actn4	chr7	206.4670903	9	310	5.457664928	35.88207415	526.7030668	49.96793965	2689	621.7717798
Eif3k,Map4k1	chr7	653.4385884	9	246	6.80308194	26.54012557	782.4403128	92.86327475	1236	312.3156153
Rasgrp4	chr7	31.212676	2	28	3.508983927	0	37.40094193	77.66717804	696	78.15443674
Fam98c	chr7	8.987609913	5	122	6.851467079	32.39376168	423.4496942	131.3707297	1684	339.4782507
Spred3	chr7	7.994512149	4	102	8.160420915	34.55901175	387.6664739	80.45204711	1441	288.8066108
Ggn	chr7	1.543813019	3	102	8.160420915	9.938957103	387.6664739	88.79505807	1552	257.2466853
Psmd8	chr7	480.9389181	10	263	6.061626889	40.73677264	668.8755101	112.6608132	1887	693.4283768
Catsperg1	chr7	3.913547345	5	152	9.006191283	14.25314909	589.3073238	109.3020045	1706	383.1747744
Kcnk6	chr7	32.18863399	2	30	5.099298944	0	50.28343338	34.55901175	193	73.26630892
Yif1b	chr7	77.42178616	11	433	5.457244127	36.9304054	1289.133068	190.2389009	2085	1163.013424
2200002D01Rik	chr7	61.45091756	21	856	5.908513908	11.12788003	1819.461732	232.0160662	2604	1898.713814
Spint2	chr7	135.1850793	4	172	9.003120093	26.72242215	665.6030014	48.05828543	1498	284.3051312
Ppp1r14a	chr7	35.1277882	4	97	5.862379914	20.50694645	212.8738015	62.31143452	1541	259.653761
Dpf1	chr7	4.620259365	1	27	0	7.34692001	0	11.12788003	856	57.38956399
Zfp84	chr7	16.22845757	6	105	5.381225829	23.70244362	250.2855946	88.31580732	1307	305.6847988
Zfp30	chr7	5.072421623	2	40	2.526253354	31.63660197	101.4502071	23.70244362	127	93.4883517
Zfp790	chr7	11.9520972	7	108	8.971533892	8.010367368	437.6525515	84.78763149	1509	232.8725306
Zfp940	chr7	29.65861396	3	63	3.328088147	6.145099693	111.1337591	33.44999966	1051	202.9062843
Zfp420	chr7	8.90176156	2	42	3.992881551	7.884105475	117.4175164	25.43963229	943	117.0363669
Zfp27,Zfp383	chr7	17.89176615	8	171	6.653643158	9.394922922	404.3243355	99.17128689	1468	483.3462434
Zfp74	chr7	43.39731069	5	148	4.700037638	6.271250198	316.983636	56.67920535	1332	434.6056663
Zfp568	chr7	277.8308996	1	15	7.863853136	0	47.02920045	0	100	32.12671986
Zfp14	chr7	3.792069833	1	28	3.799749276	10.01365431	56.27049848	16.04470937	772	87.78784084
Zfp82	chr7	0.6459199399	2	48	4.218666447	8.813723882	131.6218968	39.27391506	966	148.0823672
Gm26920,Zfp260,Zfp566	chr7	8.080284529	10	194	4.423753896	23.22920569	590.2540028	146.1625901	1674	548.3579703
Zfp382	chr7	25.89576433	1	25	7.994612842	10.04284864	79.46254605	23.22920569	194	76.06366015
Gm5113,Zfp146	chr7	67.01539888	7	165	9.78134282	9.59864572	564.8475169	99.65800148	1489	370.853822
Cox7a1	chr7	37.65952813	4	202	6.002461498	7.632564967	391.4520264	52.3733595	516	459.8563523
Capns1	chr7	550.4476361	3	187	5.261707801	15.24770399	442.6592727	16.96249534	422	398.0342938
Polr2i,Tbcb	chr7	188.1059458	4	78	7.96287983	54.28367836	298.7168555	76.46265219	635	321.1914877
Ovol3	chr7	1.411294195	1	28	0	0	0	33.48373179	257	120.2042846
Thap8,Wdr62	chr7	24.12220956	10	257	11.36422546	33.48373179	1103.303612	126.1527633	1064	584.5448825
Clip3	chr7	3.818204098	2	52	3.784080194	9.499991958	101.4322051	51.51851758	357	203.2205854
Alkbh6	chr7	28.97761742	3	93	5.442022482	15.70150955	246.1662392	56.7745879	417	279.5657501
Syne4	chr7	30.92371933	2	44	3.523990413	0	94.77737434	51.51851758	357	147.1925657
E130208F15Rik,Sdhaf1	chr7	7.432287034	5	100	3.801361715	18.03478579	262.5014903	82.06196067	996	328.4304483
Prodh2	chr7	0.2652223572	2	38	0	0	0	34.04725405	786	222.2477126
Arhgap33	chr7	2.056405808	3	69	9.28971112	11.4562866	326.6002369	34.04725405	929	316.6673018
Hspb6,Proser3	chr7	19.43129802	5	236	5.683034602	10.67052668	912.7220322	71.98399967	1211	1347.446389
Lin37	chr7	16.70980621	1	36	5.889111624	13.28502812	99.80493131	31.89491538	494	112.4432378
Gm49396,Psenen,U2af1l4	chr7	18.87895221	14	550	16.80101877	23.37672737	4197.41631	195.4802283	2248	1491.696084
Kmt2b	chr7	38.41527088	11	494	5.72388074	31.89491538	1542.971096	143.9736367	1930	1612.759191
Zbtb32	chr7	64.63214695	4	137	3.731646905	8.738942878	241.980193	55.27164275	1260	511.191695
Upk1a	chr7	47.16818454	4	87	5.579969742	0	205.0885411	61.77867299	917	212.0234671
Cox6b1	chr7	933.2330091	6	126	5.405299829	14.02956192	191.9434771	228.6955655	1815	526.1344516
Etv2	chr7	2.918283351	2	53	2.599304904	0	59.41283618	14.44344232	102	116.545391
Gm26610,Rbm42	chr7	3.565843429	4	68	4.702499265	14.44344232	149.5299357	58.55110402	871	196.5915224
Tmem147	chr7	152.1608123	3	57	8.460133895	23.90532283	171.7278457	58.397385	383	125.5292401
Sbsn	chr7	111.0323801	1	25	3.7357568	0	34.7904332	23.90532283	57	75.31923058
Ffar1	chr7	0.177342703	2	32	0	5.21363195	0	137.8356657	561	148.7177615
Usf2	chr7	38.65863586	10	280	8.690824269	85.10763077	1307.624503	84.76035198	851	653.4175755
Fam187b,Lsr	chr7	96.14623188	14	281	9.504183757	52.72803496	1300.310124	203.2036761	2066	804.357993
Fxyd1,Lgi4	chr7	5.353355574	3	82	0	5.945766111	0	85.10763077	408	159.4855884
Fxyd3	chr7	3.671419542	4	85	4.224630385	0	100.1725175	150.6247889	717	209.0962981
Hpn	chr7	41.52673353	2	41	3.10527341	7.478717073	66.00843146	22.7762704	176	144.1776506
Scn1b	chr7	47.78214219	6	127	5.265115643	12.83252882	355.3116194	80.7379941	431	336.7493525
Gramd1a	chr7	138.0032487	2	49	11.74573864	9.943741582	222.0338374	20.31124589	168	116.8966868
AU018091	chr7	203.7500414	7	176	5.536727458	0	274.4253218	13.8823422	1840	267.5889201
Myadm	chr7	134.2282453	11	319	10.83060716	32.42870662	1076.485162	55.88076177	2093	664.0834217
Prkcg	chr7	4.575955822	3	101	5.698787027	7.141581256	385.7930444	36.40045467	1363	303.355998
Cacng7	chr7	19.63795371	1	18	4.425075209	7.029994049	37.40059944	32.42870662	319	60.74210947
Wtip	chr7	40.9871385	3	50	7.849820357	49.05461555	210.2942272	85.88050915	557	203.6735578
Uba2	chr7	375.3031972	7	195	5.566632334	27.44421252	594.0246068	120.9500461	541	555.6855377
Pdcd2l	chr7	59.53349454	1	32	10.97757313	13.45913391	145.5906322	27.44421252	195	97.48096112
Gm12762,Gpi1	chr7	303.6437037	10	194	11.30688212	33.35189468	1258.819515	140.0775489	1131	368.0415501
Gm6096	chr7	1.936699722	2	39	2.807532579	0	26.29136049	38.49431888	474	90.03459041
4931406P16Rik	chr7	115.7613788	13	422	12.56258061	38.49431888	1579.306557	71.07839945	1459	649.2450509
Lsm14a	chr7	96.16337028	11	168	9.947437102	25.08440195	564.9442087	162.6580774	1339	471.4014169
Kctd15	chr7	85.15982702	4	101	13.01220941	24.86833066	662.2774318	49.44414408	191	245.2849577
Gm12756	chr7	0.1850145842	4	66	7.756873536	0	213.0674402	68.21135605	370	315.7112928
Gpatch1	chr7	35.16917212	5	128	4.227478361	24.50419519	262.9857996	36.34179991	898	286.7551211
Rhpn2	chr7	59.66330491	6	152	2.673345499	20.67645308	467.129501	40.16954202	897	264.348651
Cep89,Faap24	chr7	41.35331981	7	147	6.434598573	9.898554839	371.3373862	45.18064827	1132	242.4126962
Pdcd5	chr7	32.34919242	1	11	8.013948572	13.59489943	44.4323549	9.509752223	11	40.69574212
Dpy19l3	chr7	8.874547886	1	11	7.42697025	9.509752223	40.69574212	13.59489943	11	44.4323549
Zfp507	chr7	34.77644014	1	39	10.2118912	8.095144662	169.6915318	0	39	38.55211018
Ndufa3,Oscar	chr7	249.4879588	3	63	8.814562691	6.590619421	163.8257926	128.5005587	871	264.7588081
Prpf31,Tfpt	chr7	133.1885434	2	47	7.355822976	17.44836532	143.0487994	63.81386368	636	219.2816221
Cnot3	chr7	52.17838591	10	317	9.006460627	31.38515706	1575.911838	231.9948668	1672	936.6425194
Leng1	chr7	21.73186854	8	189	7.584077111	15.71410434	503.1043642	158.9367602	1501	711.5329369
Tmc4	chr7	34.92995134	2	51	2.914851031	6.202935925	65.34443998	78.62836954	677	212.5928978
Mboat7,Tsen34	chr7	114.1829862	12	360	9.312844884	47.24321248	1380.22937	221.0644078	1801	1023.168346
Rps9	chr7	1312.276844	5	124	5.762167707	16.9375643	269.3965798	136.3295057	1420	463.6520772
Gm30684	chr7	0.07884224345	2	25	5.17282154	7.460127528	79.13377173	38.62708946	80	70.91794404
Ccne1	chr7	137.0503058	4	55	7.393583928	32.05227488	231.4588596	62.53171265	79	142.4576277
1600014C10Rik	chr7	11.62429713	2	20	1.772727544	114.9383103	270.0588188	14.67022466	51	56.26001336
Plekhf1	chr7	6.267847681	2	43	5.091953787	14.67022466	134.5643033	114.9383103	51	162.0352913
Leng8	chr7	53.74028959	22	384	9.394916206	87.17771369	2227.685857	249.0910764	2498	847.4846148
Leng9	chr7	3.500648755	4	90	6.728332556	0	233.0751681	165.6836583	922	401.3021964
Gm6871	chr7	95.28545532	1	10	4.863344112	6.31334417	16.69587006	26.87522356	38	34.04136586
2610021A01Rik	chr7	46.99440753	3	40	5.010268664	6.202935925	80.9724886	33.17929431	66	116.9161269
Cdc42ep5	chr7	31.00855103	3	65	4.810939907	16.35450004	147.1021447	96.73603893	709	229.3513479
Zfp788	chr7	8.794832377	3	38	7.916065919	26.87522356	129.3571903	18.82035085	70	80.8332471
Zfp715	chr7	115.678604	1	20	6.919136172	11.89153222	70.93976992	0	20	0
Cldnd2,Etfb,Gm45233	chr7	61.30169118	1	20	4.996769871	31.55444637	65.89495706	47.45595335	20	93.99765854
Gm44818,Zfp658	chr7	1.825483154	1	24	5.08887962	9.266810337	54.21151682	36.3473531	48	87.92767622
Zfp719	chr7	11.31464413	2	48	7.047053484	36.3473531	175.8553524	19.79482075	48	121.3244237
Ctu1,Gm36546	chr7	12.46818575	1	24	6.132894836	10.52801041	67.11290683	36.3473531	48	87.92767622
Gm44707	chr7	0.1432598324	1	10	2.395165378	0	10.81526347	0	10	14.25506989
2410002F23Rik	chr7	67.73230631	3	46	13.36063611	46.20333663	217.9848742	133.2563179	179	175.1378079
Clec11a	chr7	1.267474278	2	26	5.59427404	17.71087418	64.36999429	96.83763357	298	108.2158828
1700008O03Rik	chr7	3.748949631	3	37	4.821378216	0	81.24953388	64.86166585	332	145.8807805
Rdh13	chr7	42.94520054	7	113	6.45111538	14.90823206	298.6521646	145.6772822	1149	347.4458387
Aspdh,Josd2	chr7	23.93188983	4	74	4.792739989	13.83953532	207.076188	114.6253963	251	255.0872167
Emc10,Fam71e1	chr7	134.4840307	7	138	5.986692292	97.83456951	638.4953084	147.2126015	537	448.0520168
Pold1	chr7	74.23956033	3	38	3.74352001	12.37037579	79.55853044	199.1021735	1641	165.5125461
Nr1h2	chr7	76.01399501	13	252	11.27838023	50.63429694	924.3047417	275.6031844	2906	664.6185054
Eps8l1	chr7	5.145064458	3	49	3.002527025	8.484475576	72.76947546	126.8286091	667	186.3044308
Izumo2	chr7	0	1	17	0	0	0	45.30646474	1025	81.42274632
Vrk3,Zfp473	chr7	108.3073764	5	150	9.957916413	26.24363453	767.8230087	128.20413	2002	680.6512729
Atf5,Nup62	chr7	221.4970708	16	478	6.399441689	55.96113929	1641.204215	190.1154323	3246	1530.222031
Akt1s1,Tbc1d17	chr7	89.59012186	25	1025	9.584208385	45.30646474	4909.312646	340.7856091	7179	3283.496753
Pnkp	chr7	47.67180505	6	385	5.030245644	9.454129928	1010.091536	104.6236616	3261	1622.061423
Ptov1	chr7	126.2972626	7	428	8.648962368	27.85945041	1846.354366	112.0082639	3052	1779.112729
Med25	chr7	51.01329124	17	628	11.67912326	8.369040534	1745.339613	323.4911124	6048	2318.633443
Fuz	chr7	9.821830091	10	350	8.217539511	0	1498.522739	252.0232314	5446	1497.887395
Ap2a1	chr7	94.5553088	2	50	6.148989474	18.858238	170.8233628	53.67550527	1653	177.1571923
Cpt1c	chr7	42.61431927	4	119	4.16794307	23.04440558	208.3071963	85.60635925	2796	486.5301774
Prmt1	chr7	81.23978246	20	781	6.422196367	23.08870594	2434.778086	336.4828968	7456	2495.337256
Bcl2l12,Irf3	chr7	77.69412248	4	339	5.42095423	22.30454634	886.3005196	97.07470565	3278	1371.51171
Ppp1r12c	chr7	56.34805343	12	170	10.31291138	24.74266339	733.0543478	342.1990582	2787	545.7810911
Rras,Scaf1	chr7	141.6584934	31	1363	11.71554905	28.67953497	6324.48057	397.7837071	8713	3641.285744
Prr12	chr7	65.80639835	3	112	2.286605103	0	99.79073212	35.5811273	1663	468.2972967
Nosip,Prrg2	chr7	99.49916965	10	263	5.70297788	6.901592331	544.4949293	175.9884509	5264	839.6317308
Rcn3	chr7	85.73477382	6	177	1.943207571	6.786380394	294.354702	79.93669151	3106	648.2583972
Rps11	chr7	1379.343812	7	290	11.57062752	13.51076981	1320.391524	80.87328431	3615	819.6596447
Rpl13a	chr7	547.1750388	10	406	8.721485894	13.09384063	1373.358522	168.1933548	3985	1235.468867
Flt3l,Gm45713	chr7	6.423625336	4	240	6.754984316	6.995018954	738.4711781	70.60778946	2916	940.5497107
Aldh16a1,Pih1d1	chr7	119.6273952	21	857	7.739664623	15.32364405	3327.995364	321.3642385	6708	2466.819589
Tnnt1	chr7	129.1096657	3	38	4.127650071	0	53.42883019	130.2994465	606	162.6602264
Slc17a7	chr7	1.025624362	2	145	2.197670742	16.92452304	380.9307521	28.41748468	1263	550.5634286
Ccdc155	chr7	2.79537517	4	132	7.118999629	24.97778189	316.8931719	66.42592171	2797	433.9664693
Tnni3	chr7	5.838507003	2	20	0	0	0	96.73603893	619	83.90989342
Dkkl1	chr7	74.10702447	7	171	4.369634308	9.328902055	377.3298221	100.8496933	2631	523.9171329
Tead2	chr7	186.5505547	1	9	4.369634308	0	19.85946432	13.88139702	57	27.31748263
Cd37	chr7	23.30562789	1	20	5.246098503	8.013464719	45.50580924	9.328902055	171	44.13214294
Trpm4	chr7	18.31940321	5	102	5.899788056	14.4007276	199.310347	59.39107677	1816	259.5962161
Hrc	chr7	6.04255888	6	120	4.650298472	10.16384682	306.1576064	65.45536606	1300	362.3071761
Gm45619,Ppfia3	chr7	6.345929723	4	87	7.889522951	30.7115418	364.5043488	75.6668237	693	248.1275915
Lin7b	chr7	3.565207715	1	29	2.429699322	10.63360444	32.17942524	51.10224928	303	134.3044729
Snrnp70	chr7	518.0721577	10	303	6.706153781	51.10224928	1403.250182	96.38115912	1353	528.3258662
Kcna7	chr7	1.040218029	5	119	3.110926569	10.54499107	220.2148598	112.6192365	1953	413.8810713
Ntf5	chr7	19.18031185	3	84	6.016542988	16.03217069	226.2750507	30.17325664	1048	215.4527684
Gys1	chr7	102.8043604	3	45	5.897247771	37.25085302	125.2088268	27.84361849	1598	143.9905321
Ruvbl2	chr7	290.4943974	6	169	5.897247771	0	470.228705	86.08043534	1045	359.9710844
Ftl1	chr7	823.3651339	5	154	7.948433204	16.3114241	548.186001	114.3705278	3126	525.968898
Bax	chr7	157.7545398	21	602	7.948433204	31.34373061	2142.908913	203.9526959	4977	1397.093849
Dhdh,Gm45808,Tulp2	chr7	16.7945399	1	37	0	0	0	9.791274276	959	112.1676001
Nucb1	chr7	117.6194167	4	241	5.115938916	10.31065794	563.8684801	66.20584649	2419	769.1559387
Plekha4,Ppp1r15a	chr7	215.2566095	25	959	8.84516639	9.791274276	2907.262933	256.713761	5641	2087.308265
Hsd17b14	chr7	2.265300527	4	91	2.343235866	5.207402999	106.6534542	78.72582093	2968	303.9205043
Bcat2	chr7	58.33785857	7	144	6.462815737	9.065829429	437.3483816	149.9863605	3895	421.3396808
Gm31479	chr7	0.3351010337	1	22	0	0	0	12.51997444	717	80.57307366
Fgf21,Fut1	chr7	0.9545691366	1	26	0	0	0	12.51997444	717	95.22272341
Izumo1	chr7	7.373143466	4	65	2.711718283	0	96.89495764	108.0976388	3046	228.1659531
Rasip1	chr7	2.248928893	1	10	6.067206609	11.60506954	42.14960804	0	38	21.8538648
Mamstr	chr7	2.33085667	1	32	0	13.40092616	0	12.51997444	717	117.197198
Ntn5	chr7	1.069589066	32	717	7.93664328	12.51997444	2625.949719	258.8534437	4964	1218.897045
Dbp	chr7	14.10548134	18	680	6.121159095	60.71554852	2498.905541	287.5424007	5527	2107.019119
Rpl18,Sphk2	chr7	146.6376519	12	466	6.227465723	40.00013095	1415.168719	242.4224741	2891	1475.408146
Fam83e	chr7	1.074184448	4	121	9.378236048	0	551.0289931	119.1671898	1697	368.1939579
Lmtk3	chr7	6.911010965	1	25	3.343439141	0	54.5351274	44.17196587	573	100.4485653
Cyth2	chr7	97.28514562	18	573	6.706497929	44.17196587	2302.281117	269.7141953	2686	1460.196473
Grwd1	chr7	92.22857845	5	112	5.495310376	14.48113981	339.9270598	158.0075806	1598	389.2327736
Grin2d	chr7	0.9093456685	4	79	4.861445075	23.01893129	297.5432936	155.9055312	1562	271.9397896
Kdelr1	chr7	150.8515284	7	172	10.44658661	18.82677428	634.8730602	125.8212386	953	434.1359759
Syngr4,Tmem143	chr7	15.85860667	4	81	4.37193854	40.82243864	337.6848541	160.2511657	1622	273.48087
Emp3	chr7	12.05469731	9	197	5.756837492	36.53687705	563.5499796	181.3213808	1569	630.2942781
Ccdc114	chr7	5.975264201	2	25	5.756837492	0	71.51649488	62.99874015	745	96.19990311
Abcc6,Nomo1	chr7	100.6512335	1	9	4.490476616	17.00132092	24.09788333	40.00013095	466	27.3315847
Ppp6r1	chr7	95.767242	12	264	6.61416268	29.53524774	944.9117771	223.0224607	2637	896.3531227
